tool,frame,n_pts,raw_flip,raw_jit,raw_symerr,pose_flip,pose_jit,pose_symerr,rt_flip,rt_jit,rt_symerr
hammer,0,1391,0,0.0,0.602,0,0.0,1.3,0,0.0,0.602
hammer,1,1391,0,0.64,0.623,0,0.171,1.4,0,0.64,0.623
hammer,2,1391,0,0.562,0.66,0,0.263,1.568,0,0.562,0.66
hammer,3,1391,0,0.653,0.61,0,0.36,1.714,0,0.653,0.61
hammer,4,1391,0,0.565,0.622,0,0.414,1.822,0,0.565,0.622
hammer,5,1391,0,0.628,0.605,0,0.467,1.898,0,0.628,0.605
hammer,6,1391,0,0.581,0.621,0,0.496,1.962,0,0.581,0.621
hammer,7,1391,0,0.566,0.619,0,0.511,2.026,0,0.566,0.619
hammer,8,1391,0,0.672,0.582,0,0.552,2.07,0,0.672,0.582
hammer,9,1391,0,0.565,0.627,0,0.555,2.094,0,0.565,0.627
hammer,10,1391,1,179.379,0.636,0,44.43,46.944,0,0.621,0.636
hammer,11,1391,0,0.593,0.644,0,33.173,80.715,0,0.593,0.644
hammer,12,1391,1,179.388,0.587,0,20.273,61.046,0,0.612,0.587
hammer,13,1391,1,179.367,0.62,0,29.638,88.717,0,0.633,0.62
hammer,14,1391,0,0.587,0.615,0,22.083,66.035,0,0.587,0.615
hammer,15,1391,0,0.585,0.619,0,16.417,49.018,0,0.585,0.619
hammer,16,1391,0,0.573,0.65,0,12.169,36.251,0,0.573,0.65
hammer,17,1391,0,0.68,0.626,0,8.957,26.694,0,0.68,0.626
hammer,18,1391,0,0.533,0.603,0,6.585,19.509,0,0.533,0.603
hammer,19,1391,0,0.59,0.599,0,4.793,14.117,0,0.59,0.599
hammer,20,1391,0,0.604,0.612,0,3.443,10.075,0,0.604,0.612
hammer,21,1391,0,0.64,0.603,0,2.419,7.056,0,0.64,0.603
hammer,22,1391,0,0.576,0.632,0,1.672,4.786,0,0.576,0.632
hammer,23,1391,0,0.558,0.637,0,1.118,3.076,0,0.558,0.637
hammer,24,1391,0,0.648,0.609,0,0.675,1.808,0,0.648,0.609
hammer,25,1391,0,0.636,0.599,0,0.347,0.868,0,0.636,0.599
hammer,26,1391,0,0.616,0.622,0,0.112,0.189,0,0.616,0.622
hammer,27,1391,0,0.585,0.596,0,0.065,0.404,0,0.585,0.596
hammer,28,1391,0,0.517,0.65,0,0.181,0.813,0,0.517,0.65
hammer,29,1391,0,0.624,0.627,0,0.29,1.122,0,0.624,0.627
hammer,30,1391,0,0.631,0.625,0,0.377,1.345,0,0.631,0.625
hammer,31,1391,0,0.586,0.631,0,0.434,1.519,0,0.586,0.631
hammer,32,1391,0,0.555,0.662,0,0.462,1.664,0,0.555,0.662
hammer,33,1391,0,0.613,0.619,0,0.496,1.766,0,0.613,0.619
hammer,34,1391,0,0.672,0.592,0,0.54,1.825,0,0.672,0.592
hammer,35,1391,0,0.572,0.583,0,0.548,1.876,0,0.572,0.583
hammer,36,1391,0,0.59,0.595,0,0.56,1.918,0,0.59,0.595
hammer,37,1391,0,0.603,0.599,0,0.579,1.953,0,0.603,0.599
hammer,38,1391,0,0.614,0.611,0,0.583,1.974,0,0.614,0.611
hammer,39,1391,0,0.582,0.591,0,0.581,1.991,0,0.582,0.591
hammer,40,1391,0,0.601,0.647,0,0.585,2.002,0,0.601,0.647
hammer,41,1391,0,0.613,0.639,0,0.591,2.008,0,0.613,0.639
hammer,42,1391,0,0.59,0.618,0,0.59,2.016,0,0.59,0.618
hammer,43,1391,0,0.562,0.628,0,0.584,2.032,0,0.562,0.628
hammer,44,1391,0,0.62,0.596,0,0.591,2.04,0,0.62,0.596
hammer,45,1391,0,0.617,0.586,0,0.599,2.041,0,0.617,0.586
hammer,46,1391,0,0.609,0.608,0,0.603,2.037,0,0.609,0.608
hammer,47,1391,0,0.555,0.643,0,0.59,2.048,0,0.555,0.643
hammer,48,1391,0,0.65,0.602,0,0.605,2.044,0,0.65,0.602
hammer,49,1391,0,0.589,0.588,0,0.605,2.042,0,0.589,0.588
hammer,50,1391,0,0.604,0.576,0,0.606,2.041,0,0.604,0.576
hammer,51,1391,0,0.603,0.569,0,0.604,2.039,0,0.603,0.569
hammer,52,1391,0,0.613,0.638,0,0.606,2.038,0,0.613,0.638
hammer,53,1391,0,0.568,0.64,0,0.595,2.045,0,0.568,0.64
hammer,54,1391,0,0.634,0.628,0,0.605,2.044,0,0.634,0.628
hammer,55,1391,0,0.582,0.653,0,0.595,2.048,0,0.582,0.653
hammer,56,1391,0,0.615,0.594,0,0.604,2.04,0,0.615,0.594
hammer,57,1391,0,0.602,0.626,0,0.602,2.035,0,0.602,0.626
hammer,58,1391,0,0.648,0.559,0,0.613,2.021,0,0.648,0.559
hammer,59,1391,0,0.549,0.612,0,0.595,2.026,0,0.549,0.612
hammer,60,1391,0,0.567,0.625,0,0.595,2.037,0,0.567,0.625
hammer,61,1391,0,0.677,0.601,0,0.613,2.027,0,0.677,0.601
hammer,62,1391,0,0.535,0.616,0,0.597,2.035,0,0.535,0.616
hammer,63,1391,0,0.635,0.604,0,0.605,2.029,0,0.635,0.604
hammer,64,1391,0,0.566,0.642,0,0.591,2.038,0,0.566,0.642
hammer,65,1391,0,0.601,0.607,0,0.596,2.047,0,0.601,0.607
hammer,66,1391,0,0.613,0.644,0,0.599,2.047,0,0.613,0.644
hammer,67,1391,0,0.599,0.64,0,0.602,2.044,0,0.599,0.64
hammer,68,1391,0,0.607,0.587,0,0.604,2.04,0,0.607,0.587
hammer,69,1391,0,0.591,0.639,0,0.604,2.036,0,0.591,0.639
hammer,70,1391,0,0.593,0.602,0,0.599,2.037,0,0.593,0.602
hammer,71,1391,0,0.615,0.614,0,0.6,2.038,0,0.615,0.614
hammer,72,1391,0,0.585,0.659,0,0.595,2.043,0,0.585,0.659
hammer,73,1391,0,0.614,0.626,0,0.602,2.041,0,0.614,0.626
hammer,74,1391,0,0.599,0.622,0,0.603,2.037,0,0.599,0.622
hammer,75,1391,0,0.598,0.601,0,0.606,2.034,0,0.598,0.601
hammer,76,1391,0,0.607,0.65,0,0.608,2.031,0,0.607,0.65
hammer,77,1391,0,0.596,0.645,0,0.604,2.027,0,0.596,0.645
hammer,78,1391,0,0.586,0.633,0,0.6,2.027,0,0.586,0.633
hammer,79,1391,0,0.621,0.592,0,0.606,2.024,0,0.621,0.592
hammer,80,1391,0,0.625,0.634,0,0.614,2.024,0,0.625,0.634
hammer,81,1391,0,0.625,0.609,0,0.611,2.017,0,0.625,0.609
hammer,82,1391,0,0.528,0.634,0,0.594,2.033,0,0.528,0.634
hammer,83,1391,0,0.587,0.618,0,0.591,2.048,0,0.587,0.618
hammer,84,1391,0,0.656,0.641,0,0.605,2.044,0,0.656,0.641
hammer,85,1391,0,0.591,0.628,0,0.604,2.047,0,0.591,0.628
hammer,86,1391,0,0.587,0.63,0,0.604,2.058,0,0.587,0.63
hammer,87,1391,0,0.596,0.605,0,0.599,2.063,0,0.596,0.605
hammer,88,1391,0,0.6,0.622,0,0.598,2.066,0,0.6,0.622
hammer,89,1391,0,0.634,0.572,0,0.607,2.054,0,0.634,0.572
hammer,90,1391,0,30.595,0.599,0,8.105,24.518,0,30.595,0.599
hammer,91,1391,0,0.547,0.645,0,6.217,18.902,0,0.547,0.645
hammer,92,1391,0,0.681,0.59,0,4.834,14.668,0,0.681,0.59
hammer,93,1391,0,0.541,0.63,0,3.759,11.51,0,0.541,0.63
hammer,94,1391,0,0.619,0.628,0,2.972,9.139,0,0.619,0.628
hammer,95,1391,0,0.628,0.629,0,2.388,7.355,0,0.628,0.629
hammer,96,1391,0,0.591,0.62,0,1.939,6.02,0,0.591,0.62
hammer,97,1391,0,0.541,0.637,0,1.591,5.035,0,0.541,0.637
hammer,98,1391,0,0.637,0.649,0,1.351,4.287,0,0.637,0.649
hammer,99,1391,0,0.62,0.624,0,1.169,3.724,0,0.62,0.624
hammer,100,1391,0,0.59,0.643,0,1.024,3.298,0,0.59,0.643
hammer,101,1391,0,0.581,0.603,0,0.913,2.987,0,0.581,0.603
hammer,102,1391,0,0.62,0.62,0,0.838,2.751,0,0.62,0.62
hammer,103,1391,0,0.593,0.595,0,0.777,2.574,0,0.593,0.595
hammer,104,1391,0,0.573,0.627,0,0.726,2.447,0,0.573,0.627
hammer,105,1391,0,0.623,0.617,0,0.701,2.343,0,0.623,0.617
hammer,106,1391,0,0.602,0.614,0,0.676,2.264,0,0.602,0.614
hammer,107,1391,0,0.564,0.61,0,0.649,2.213,0,0.564,0.61
hammer,108,1391,0,0.58,0.655,0,0.632,2.18,0,0.58,0.655
