tool,frame,gt_yaw,flip_trap,n_pts,err_raw,err_pose,err_smooth,signed_raw,signed_smooth
screwdriver_cyl,137,98.5,1,915,0.1708,0.1959,0.1708,179.83,0.17
screwdriver_cyl,138,99.0,1,915,0.1581,0.3353,0.1581,179.84,0.16
screwdriver_cyl,139,99.5,1,915,0.1319,0.5953,0.1319,179.87,0.13
screwdriver_cyl,140,100.0,1,915,0.1511,0.7961,0.1511,179.85,0.15
screwdriver_cyl,141,100.5,1,915,0.2195,0.9176,0.2195,179.78,0.22
screwdriver_cyl,142,101.0,1,915,0.1357,1.031,0.1357,179.86,0.14
screwdriver_cyl,143,101.5,1,915,0.1887,1.101,0.1887,179.81,0.19
screwdriver_cyl,144,102.0,1,915,0.0882,1.1807,0.0882,179.91,0.09
screwdriver_cyl,145,102.5,1,915,0.1598,1.2253,0.1598,179.84,0.16
screwdriver_cyl,146,103.0,1,915,0.1559,1.2537,0.1559,179.84,0.16
screwdriver_cyl,147,103.5,1,915,0.1703,1.2717,0.1703,179.83,0.17
screwdriver_cyl,148,104.0,1,915,0.1966,1.2931,0.1966,179.8,0.2
screwdriver_cyl,149,104.5,1,915,0.2192,1.2916,0.2192,179.78,0.22
screwdriver_cyl,150,105.0,1,915,0.1741,1.3,0.1741,179.83,0.17
screwdriver_cyl,151,105.5,1,915,0.1486,1.313,0.1486,179.85,0.15
screwdriver_cyl,152,106.0,1,915,0.1325,1.3281,0.1325,179.87,0.13
screwdriver_cyl,153,106.5,1,915,0.1906,1.3271,0.1906,179.81,0.19
screwdriver_cyl,154,107.0,1,915,0.2377,1.3189,0.2377,179.76,0.24
screwdriver_cyl,155,107.5,1,915,0.1153,1.3358,0.1153,179.88,0.12
screwdriver_cyl,156,108.0,1,915,0.2088,1.3291,0.2088,179.79,0.21
screwdriver_cyl,157,108.5,1,915,0.1225,1.352,0.1225,179.88,0.12
screwdriver_cyl,158,109.0,1,915,0.1131,1.3672,0.1131,179.89,0.11
screwdriver_cyl,159,109.5,1,915,0.1532,1.3814,0.1532,179.85,0.15
screwdriver_cyl,160,110.0,1,915,0.1495,1.4075,0.1495,179.85,0.15
screwdriver_cyl,161,110.5,1,915,0.1542,1.4396,0.1542,179.85,0.15
screwdriver_cyl,162,111.0,1,915,0.1395,1.4507,0.1395,179.86,0.14
screwdriver_cyl,163,111.5,1,915,0.1877,1.426,0.1877,179.81,0.19
screwdriver_cyl,164,112.0,1,915,0.1924,1.4075,0.1924,179.81,0.19
screwdriver_cyl,165,112.5,1,915,0.1498,1.408,0.1498,179.85,0.15
screwdriver_cyl,166,113.0,1,915,0.1945,1.4088,0.1945,179.81,0.19
screwdriver_cyl,167,113.5,1,915,0.1901,1.4255,0.1901,179.81,0.19
screwdriver_cyl,168,114.0,1,915,0.1254,1.4319,0.1254,179.87,0.13
screwdriver_cyl,169,114.5,1,915,0.2328,1.4337,0.2328,179.77,0.23
screwdriver_cyl,170,115.0,1,915,0.1674,1.4066,0.1674,179.83,0.17
screwdriver_cyl,171,115.5,1,915,0.0838,1.4075,0.0838,179.92,0.08
screwdriver_cyl,172,116.0,1,915,0.1451,1.4022,0.1451,179.85,0.15
screwdriver_cyl,173,116.5,1,915,0.1674,1.3869,0.1674,179.83,0.17
screwdriver_cyl,174,117.0,1,915,0.174,1.3833,0.174,179.83,0.17
screwdriver_cyl,175,117.5,1,915,0.1988,1.3749,0.1988,179.8,0.2
screwdriver_cyl,176,118.0,1,915,0.1457,1.4078,0.1457,179.85,0.15
screwdriver_cyl,177,118.5,1,915,0.1205,1.4344,0.1205,179.88,0.12
screwdriver_cyl,178,119.0,1,915,0.1454,1.4221,0.1454,179.85,0.15
screwdriver_cyl,179,119.5,1,915,0.2019,1.3948,0.2019,179.8,0.2
screwdriver_cyl,180,120.0,1,915,0.1248,1.377,0.1248,179.88,0.12
screwdriver_cyl,181,120.5,1,915,0.2404,1.3395,0.2404,179.76,0.24
screwdriver_cyl,182,121.0,1,915,0.1731,1.336,0.1731,179.83,0.17
screwdriver_cyl,183,121.5,1,915,0.1263,1.3438,0.1263,179.87,0.13
screwdriver_cyl,184,122.0,1,915,0.1634,1.3423,0.1634,179.84,0.16
screwdriver_cyl,185,122.5,1,915,0.1341,1.3505,0.1341,179.87,0.13
screwdriver_cyl,186,123.0,1,915,0.1615,1.3581,0.1615,179.84,0.16
screwdriver_cyl,187,123.5,1,915,0.0998,1.3827,0.0998,179.9,0.1
screwdriver_cyl,188,124.0,1,915,0.1662,1.3819,0.1662,179.83,0.17
screwdriver_cyl,189,124.5,1,915,0.1749,1.4023,0.1749,179.83,0.17
screwdriver_cyl,190,125.0,1,915,0.1693,1.3987,0.1693,179.83,0.17
screwdriver_cyl,191,125.5,1,915,0.1756,1.3919,0.1756,179.82,0.18
screwdriver_cyl,192,126.0,1,915,0.193,1.3822,0.193,179.81,0.19
screwdriver_cyl,193,126.5,1,915,0.2185,1.3514,0.2185,179.78,0.22
screwdriver_cyl,194,127.0,1,915,0.1377,1.3526,0.1377,179.86,0.14
screwdriver_cyl,195,127.5,1,915,0.1305,1.3543,0.1305,179.87,0.13
screwdriver_cyl,196,128.0,1,915,0.1235,1.3598,0.1235,179.88,0.12
screwdriver_cyl,197,128.5,1,915,0.1223,1.374,0.1223,179.88,0.12
screwdriver_cyl,198,129.0,1,915,0.1569,1.3661,0.1569,179.84,0.16
screwdriver_cyl,199,129.5,1,915,0.1221,1.3718,0.1221,179.88,0.12
