tool_id,name,method,frame,frame_ms,n_points,d_axis0_deg,d_axis1_deg,d_axis2_deg,jitter_max_deg,flip,stable,power_iter
T06,wire_stripper,수정_RealtimePCASmoother,108,0.09196,1701,0.1376,0.2678,0.279,0.279,0,1,0
T06,wire_stripper,수정_RealtimePCASmoother,109,0.09238,1702,0.2793,3.7782,3.771,3.7782,0,1,0
T06,wire_stripper,수정_RealtimePCASmoother,110,0.09483,1700,0.2088,3.8025,3.7968,3.8025,0,1,0
T06,wire_stripper,수정_RealtimePCASmoother,111,0.08342,1705,0.1313,2.8745,2.8746,2.8746,0,1,0
T06,wire_stripper,수정_RealtimePCASmoother,112,0.08775,1700,0.1099,2.9193,2.9179,2.9193,0,1,0
T06,wire_stripper,수정_RealtimePCASmoother,113,0.094,1705,0.061,1.864,1.8644,1.8644,0,1,0
T06,wire_stripper,수정_RealtimePCASmoother,114,0.09483,1700,0.1199,1.8924,1.891,1.8924,0,1,0
T06,wire_stripper,수정_RealtimePCASmoother,115,0.09242,1700,0.0576,0.1215,0.1188,0.1215,0,1,0
T06,wire_stripper,수정_RealtimePCASmoother,116,0.09192,1700,0.0868,0.072,0.1127,0.1127,0,1,0
T06,wire_stripper,수정_RealtimePCASmoother,117,0.1105,1700,0.0643,0.1143,0.0971,0.1143,0,1,0
T06,wire_stripper,수정_RealtimePCASmoother,118,0.11704,1700,0.0345,0.2045,0.2063,0.2063,0,1,0
T06,wire_stripper,수정_RealtimePCASmoother,119,0.09367,1701,0.0948,1.9845,1.9834,1.9845,0,1,0
T06,wire_stripper,수정_RealtimePCASmoother,120,0.08642,1700,0.2055,1.9831,1.9838,1.9838,0,1,0
T06,wire_stripper,수정_RealtimePCASmoother,121,0.08421,1700,0.0984,0.3662,0.3736,0.3736,0,1,0
T06,wire_stripper,수정_RealtimePCASmoother,122,0.08883,1704,0.3549,1.0397,1.0568,1.0568,0,1,0
T06,wire_stripper,수정_RealtimePCASmoother,123,0.08854,1700,0.3712,1.1541,1.1707,1.1707,0,1,0
T06,wire_stripper,수정_RealtimePCASmoother,124,0.10479,1700,0.0282,0.0874,0.0905,0.0905,0,1,0
T06,wire_stripper,수정_RealtimePCASmoother,125,0.09608,1700,0.0865,0.1308,0.1513,0.1513,0,1,0
T06,wire_stripper,수정_RealtimePCASmoother,126,0.10429,1700,0.0602,0.066,0.0828,0.0828,0,1,0
T06,wire_stripper,수정_RealtimePCASmoother,127,0.15971,1700,0.0511,0.1847,0.1778,0.1847,0,1,0
T06,wire_stripper,수정_RealtimePCASmoother,128,0.10917,1700,0.1013,0.3206,0.3044,0.3206,0,1,0
T06,wire_stripper,수정_RealtimePCASmoother,129,0.107,1700,0.0399,0.1536,0.1497,0.1536,0,1,0
T06,wire_stripper,수정_RealtimePCASmoother,130,0.1015,1702,0.124,1.6025,1.5992,1.6025,0,1,0
T06,wire_stripper,수정_RealtimePCASmoother,131,0.09454,1700,0.1734,1.5018,1.4925,1.5018,0,1,0
T06,wire_stripper,수정_RealtimePCASmoother,132,0.10067,1700,0.1039,0.3298,0.3182,0.3298,0,1,0
T06,wire_stripper,수정_RealtimePCASmoother,133,0.08746,1700,0.0555,0.3313,0.3274,0.3313,0,1,0
T06,wire_stripper,수정_RealtimePCASmoother,134,0.0885,1704,0.3146,1.6831,1.7111,1.7111,0,1,0
T06,wire_stripper,수정_RealtimePCASmoother,135,0.08775,1700,0.3235,1.5462,1.5742,1.5742,0,1,0
T06,wire_stripper,수정_RealtimePCASmoother,136,0.08771,1700,0.0207,0.0634,0.0599,0.0634,0,1,0
T06,wire_stripper,수정_RealtimePCASmoother,137,0.08796,1700,0.0525,0.1299,0.1321,0.1321,0,1,0
T06,wire_stripper,수정_RealtimePCASmoother,138,0.08663,1700,0.0022,0.0825,0.0825,0.0825,0,1,0
T06,wire_stripper,수정_RealtimePCASmoother,139,0.08654,1700,0.034,0.0466,0.0395,0.0466,0,1,0
T06,wire_stripper,수정_RealtimePCASmoother,140,0.08283,1700,0.0166,0.0186,0.0169,0.0186,0,1,0
T06,wire_stripper,수정_RealtimePCASmoother,141,0.08271,1700,0.0319,0.0625,0.0601,0.0625,0,1,0
T06,wire_stripper,수정_RealtimePCASmoother,142,0.08825,1702,0.0753,0.0743,0.0628,0.0753,0,1,0
T06,wire_stripper,수정_RealtimePCASmoother,143,0.08833,1701,0.2009,0.1502,0.135,0.2009,0,1,0
T06,wire_stripper,수정_RealtimePCASmoother,144,0.08775,1701,0.3173,2.8261,2.809,2.8261,0,1,0
T06,wire_stripper,수정_RealtimePCASmoother,145,0.09483,1700,0.1581,2.8738,2.8705,2.8738,0,1,0
T06,wire_stripper,수정_RealtimePCASmoother,146,0.10933,1705,0.1642,0.1266,0.1231,0.1642,0,1,0
T06,wire_stripper,수정_RealtimePCASmoother,147,0.09029,1700,0.2222,0.1514,0.2208,0.2222,0,1,0
T06,wire_stripper,수정_RealtimePCASmoother,148,0.08771,1700,0.0823,0.2087,0.2236,0.2236,0,1,0
T06,wire_stripper,수정_RealtimePCASmoother,149,0.08529,1705,0.5507,3.3463,3.3762,3.3762,0,1,0
T06,wire_stripper,수정_RealtimePCASmoother,150,0.084,1703,0.2938,1.3346,1.3638,1.3638,0,1,0
T06,wire_stripper,수정_RealtimePCASmoother,151,0.08546,1700,0.2575,4.9759,4.9778,4.9778,0,1,0
T06,wire_stripper,수정_RealtimePCASmoother,152,0.09629,1701,0.0613,0.822,0.8199,0.822,0,1,0
T06,wire_stripper,수정_RealtimePCASmoother,153,0.09412,1705,0.4479,0.5053,0.6003,0.6003,0,1,0
T06,wire_stripper,수정_RealtimePCASmoother,154,0.08883,1700,0.4506,0.58,0.6721,0.6721,0,1,0
T06,wire_stripper,수정_RealtimePCASmoother,155,0.08775,1700,0.0954,0.0993,0.0399,0.0993,0,1,0
T06,wire_stripper,수정_RealtimePCASmoother,156,0.09342,1705,0.3301,2.9215,2.9324,2.9324,0,1,0
T06,wire_stripper,수정_RealtimePCASmoother,157,0.08854,1700,0.3393,3.1469,3.1621,3.1621,0,1,0
T06,wire_stripper,수정_RealtimePCASmoother,158,0.10233,1700,0.0822,0.1382,0.1445,0.1445,0,1,0
T06,wire_stripper,수정_RealtimePCASmoother,159,0.09075,1700,0.038,0.0711,0.0769,0.0769,0,1,0
T06,wire_stripper,수정_RealtimePCASmoother,160,0.08608,1704,0.2879,1.3394,1.3673,1.3673,0,1,0
T06,wire_stripper,수정_RealtimePCASmoother,161,0.08667,1703,0.1681,3.7906,3.79,3.7906,0,1,0
T06,wire_stripper,수정_RealtimePCASmoother,162,0.09629,1700,0.1946,5.0885,5.0903,5.0903,0,1,0
T06,wire_stripper,수정_RealtimePCASmoother,163,0.08612,1700,0.029,0.0749,0.0711,0.0749,0,1,0
T06,wire_stripper,수정_RealtimePCASmoother,164,0.08813,1700,0.076,0.0401,0.0766,0.0766,0,1,0
T06,wire_stripper,수정_RealtimePCASmoother,165,0.09008,1701,0.1254,1.6671,1.6631,1.6671,0,1,0
T06,wire_stripper,수정_RealtimePCASmoother,166,0.08813,1700,0.1348,1.6502,1.6498,1.6502,0,1,0
T06,wire_stripper,수정_RealtimePCASmoother,167,0.09546,1700,0.0144,0.1592,0.1599,0.1599,0,1,0
T06,wire_stripper,수정_RealtimePCASmoother,168,0.084,1702,0.0555,1.2869,1.2857,1.2869,0,1,0
T06,wire_stripper,수정_RealtimePCASmoother,169,0.09075,1700,0.0886,1.3681,1.367,1.3681,0,1,0
T06,wire_stripper,수정_RealtimePCASmoother,170,0.09117,1702,0.0874,0.3342,0.3227,0.3342,0,1,0
T06,wire_stripper,수정_RealtimePCASmoother,171,0.08158,1700,0.0231,0.3359,0.3354,0.3359,0,1,0
T06,wire_stripper,수정_RealtimePCASmoother,172,0.08292,1700,0.0795,0.1064,0.1316,0.1316,0,1,0
T06,wire_stripper,수정_RealtimePCASmoother,173,0.09104,1700,0.1158,0.1645,0.1697,0.1697,0,1,0
T06,wire_stripper,수정_RealtimePCASmoother,174,0.08692,1703,0.2082,3.6836,3.681,3.6836,0,1,0
T06,wire_stripper,수정_RealtimePCASmoother,175,0.08896,1700,0.1929,3.756,3.7549,3.756,0,1,0
T06,wire_stripper,수정_RealtimePCASmoother,176,0.08604,1700,0.0403,0.0908,0.0831,0.0908,0,1,0
T06,wire_stripper,수정_RealtimePCASmoother,177,0.08687,1705,0.2761,3.943,3.9389,3.943,0,1,0
T06,wire_stripper,수정_RealtimePCASmoother,178,0.08504,1701,0.4879,5.2044,5.2129,5.2129,0,1,0
T06,wire_stripper,수정_RealtimePCASmoother,179,0.1015,1702,0.3729,0.6735,0.7549,0.7549,0,1,0
T06,wire_stripper,수정_RealtimePCASmoother,180,0.08875,1700,0.0693,0.3499,0.3566,0.3566,0,1,0
T06,wire_stripper,수정_RealtimePCASmoother,181,0.08775,1701,0.1229,0.5392,0.5303,0.5392,0,1,0
T06,wire_stripper,수정_RealtimePCASmoother,182,0.08867,1700,0.1764,0.5652,0.5397,0.5652,0,1,0
T06,wire_stripper,수정_RealtimePCASmoother,183,0.09042,1700,0.0301,0.1901,0.1877,0.1901,0,1,0
T06,wire_stripper,수정_RealtimePCASmoother,184,0.088,1700,0.0123,0.1512,0.1516,0.1516,0,1,0
T06,wire_stripper,수정_RealtimePCASmoother,185,0.08617,1703,0.0957,1.6741,1.6747,1.6747,0,1,0
T06,wire_stripper,수정_RealtimePCASmoother,186,0.08721,1700,0.1705,1.6551,1.6573,1.6573,0,1,0
T06,wire_stripper,수정_RealtimePCASmoother,187,0.08288,1700,0.0863,0.3126,0.3143,0.3143,0,1,0
T06,wire_stripper,수정_RealtimePCASmoother,188,0.0895,1704,0.2056,3.9744,3.9792,3.9792,0,1,0
T06,wire_stripper,수정_RealtimePCASmoother,189,0.08646,1700,0.2274,3.8567,3.8619,3.8619,0,1,0
T06,wire_stripper,수정_RealtimePCASmoother,190,0.08792,1704,0.3999,2.5569,2.5823,2.5823,0,1,0
T06,wire_stripper,수정_RealtimePCASmoother,191,0.08896,1700,0.3922,2.8053,2.8301,2.8301,0,1,0
T06,wire_stripper,수정_RealtimePCASmoother,192,0.10271,1700,0.0475,0.063,0.076,0.076,0,1,0
T06,wire_stripper,수정_RealtimePCASmoother,193,0.10404,1704,0.3676,0.8227,0.8301,0.8301,0,1,0
T06,wire_stripper,수정_RealtimePCASmoother,194,0.09763,1700,0.3161,0.8519,0.8659,0.8659,0,1,0
T06,wire_stripper,수정_RealtimePCASmoother,195,0.09829,1700,0.0051,0.0776,0.0775,0.0776,0,1,0
T06,wire_stripper,수정_RealtimePCASmoother,196,0.12642,1700,0.0514,0.034,0.0405,0.0514,0,1,0
T06,wire_stripper,수정_RealtimePCASmoother,197,0.10475,1700,0.0185,0.1814,0.1823,0.1823,0,1,0
T06,wire_stripper,수정_RealtimePCASmoother,198,0.0935,1703,0.0889,2.0966,2.0952,2.0966,0,1,0
T06,wire_stripper,수정_RealtimePCASmoother,199,0.08921,1700,0.1589,2.2869,2.2859,2.2869,0,1,0
T07,screwdriver,raw,0,0.07983,1500,0.0,0.0,0.0,0.0,0,0,0
T07,screwdriver,raw,1,0.07054,1500,0.0584,146.9139,146.914,146.914,1,0,0
T07,screwdriver,raw,2,0.07421,1505,0.1878,166.6882,166.689,166.689,1,1,0
T07,screwdriver,raw,3,0.07621,1502,0.2451,93.1328,86.8667,93.1328,1,0,0
T07,screwdriver,raw,4,0.07375,1500,0.0789,108.5277,71.4723,108.5277,1,0,0
T07,screwdriver,raw,5,0.07779,1505,0.1543,31.4176,31.4172,31.4176,0,1,0
T07,screwdriver,raw,6,0.07437,1500,0.1332,21.4707,21.4703,21.4707,0,0,0
T07,screwdriver,raw,7,0.087,1500,0.0395,17.5533,17.5532,17.5533,0,0,0
T07,screwdriver,raw,8,0.08833,1500,0.0242,11.2469,11.2469,11.2469,0,0,0
T07,screwdriver,raw,9,0.19142,1503,0.1511,48.3094,131.6908,131.6908,1,0,0
T07,screwdriver,raw,10,0.08758,1504,0.1578,88.8331,91.1668,91.1668,1,0,0
T07,screwdriver,raw,11,0.08179,1500,0.1066,40.8037,40.8036,40.8037,0,0,0
T07,screwdriver,raw,12,0.08229,1500,0.0456,154.1546,154.1546,154.1546,1,0,0
T07,screwdriver,raw,13,0.08233,1500,0.0524,144.6494,144.6495,144.6495,1,0,0
T07,screwdriver,raw,14,0.07917,1500,0.0691,8.1956,8.1955,8.1956,0,0,0
T07,screwdriver,raw,15,0.08354,1500,0.0433,11.5327,11.5328,11.5328,0,0,0
T07,screwdriver,raw,16,0.08438,1504,0.2155,39.3668,140.6338,140.6338,1,1,0
T07,screwdriver,raw,17,0.09058,1500,0.2381,53.0793,126.9213,126.9213,1,0,0
T07,screwdriver,raw,18,0.08538,1500,0.027,12.1103,12.1103,12.1103,0,0,0
T07,screwdriver,raw,19,0.08796,1500,0.0531,3.4799,3.4803,3.4803,0,0,0
T07,screwdriver,raw,20,0.08596,1505,0.0843,35.0648,35.0647,35.0648,0,1,0
T07,screwdriver,raw,21,0.084,1500,0.0634,42.3109,42.3108,42.3109,0,0,0
T07,screwdriver,raw,22,0.08646,1500,0.0519,27.1711,27.1711,27.1711,0,0,0
T07,screwdriver,raw,23,0.09025,1500,0.0462,148.2874,148.2874,148.2874,1,0,0
T07,screwdriver,raw,24,0.07729,1500,0.0546,146.9774,146.9774,146.9774,1,0,0
T07,screwdriver,raw,25,0.07871,1500,0.0183,24.6502,24.6502,24.6502,0,0,0
T07,screwdriver,raw,26,0.07671,1500,0.0451,1.6951,1.6949,1.6951,0,0,0
T07,screwdriver,raw,27,0.08358,1503,0.0664,67.8457,112.1543,112.1543,1,1,0
T07,screwdriver,raw,28,0.07825,1500,0.066,104.0421,75.9579,104.0421,1,0,0
T07,screwdriver,raw,29,0.076,1501,0.0912,134.2178,134.2178,134.2178,1,1,0
T07,screwdriver,raw,30,0.07633,1501,0.128,133.5315,46.4683,133.5315,1,0,0
T07,screwdriver,raw,31,0.07604,1504,0.1768,6.7005,6.6988,6.7005,0,1,0
T07,screwdriver,raw,32,0.06954,1500,0.1182,82.9,97.1,97.1,1,0,0
T07,screwdriver,raw,33,0.07288,1503,0.0231,131.1846,131.1846,131.1846,1,1,0
T07,screwdriver,raw,34,0.075,1500,0.0435,116.6381,116.6381,116.6381,1,0,0
T07,screwdriver,raw,35,0.07775,1505,0.2597,49.5408,49.5414,49.5414,0,1,0
T07,screwdriver,raw,36,0.08708,1500,0.2492,116.5302,116.5297,116.5302,1,0,0
T07,screwdriver,raw,37,0.07975,1500,0.0483,170.576,170.576,170.576,1,0,0
T07,screwdriver,raw,38,0.07813,1500,0.0524,21.0582,21.0582,21.0582,0,0,0
T07,screwdriver,raw,39,0.07546,1500,0.0275,8.1154,8.1154,8.1154,0,0,0
T07,screwdriver,raw,40,0.07554,1500,0.0846,13.7625,13.7624,13.7625,0,0,0
T07,screwdriver,raw,41,0.07688,1500,0.0718,20.0933,20.0933,20.0933,0,0,0
T07,screwdriver,raw,42,0.07492,1500,0.0534,10.7232,10.7231,10.7232,0,0,0
T07,screwdriver,raw,43,0.07413,1500,0.0381,29.6208,29.6208,29.6208,0,0,0
T07,screwdriver,raw,44,0.07692,1500,0.0783,21.7681,21.7679,21.7681,0,0,0
T07,screwdriver,raw,45,0.08571,1500,0.1223,17.1235,17.1234,17.1235,0,0,0
T07,screwdriver,raw,46,0.08642,1500,0.0347,3.0112,3.0113,3.0113,0,0,0
T07,screwdriver,raw,47,0.08233,1500,0.0292,7.6317,7.6317,7.6317,0,0,0
T07,screwdriver,raw,48,0.08071,1500,0.0548,13.2319,13.2318,13.2319,0,0,0
T07,screwdriver,raw,49,0.0755,1500,0.0733,4.7633,4.7628,4.7633,0,0,0
T07,screwdriver,raw,50,0.07433,1505,0.1637,121.629,121.6293,121.6293,1,1,0
T07,screwdriver,raw,51,0.07496,1500,0.2099,125.333,125.3335,125.3335,1,0,0
T07,screwdriver,raw,52,0.08033,1500,0.0566,4.5731,4.5728,4.5731,0,0,0
T07,screwdriver,raw,53,0.07617,1505,0.3243,17.5107,17.5082,17.5107,0,1,0
T07,screwdriver,raw,54,0.074,1500,0.2935,150.4329,150.4341,150.4341,1,0,0
T07,screwdriver,raw,55,0.08404,1500,0.0413,172.9271,172.9273,172.9273,1,0,0
T07,screwdriver,raw,56,0.08637,1500,0.0878,5.4157,5.4153,5.4157,0,0,0
T07,screwdriver,raw,57,0.07946,1500,0.0678,12.8926,12.8926,12.8926,0,0,0
T07,screwdriver,raw,58,0.07979,1500,0.0675,2.308,2.309,2.309,0,0,0
T07,screwdriver,raw,59,0.07246,1500,0.0267,165.9786,165.9786,165.9786,1,0,0
T07,screwdriver,raw,60,0.07533,1500,0.0236,165.4889,165.4889,165.4889,1,0,0
T07,screwdriver,raw,61,0.08521,1500,0.0755,1.3248,1.3267,1.3267,0,0,0
T07,screwdriver,raw,62,0.06975,1500,0.0506,8.1812,8.1813,8.1813,0,0,0
T07,screwdriver,raw,63,0.07375,1500,0.0553,176.6417,176.6416,176.6417,1,0,0
T07,screwdriver,raw,64,0.07529,1500,0.0868,151.7984,151.7984,151.7984,1,0,0
T07,screwdriver,raw,65,0.09546,1500,0.0586,22.8577,22.8577,22.8577,0,0,0
T07,screwdriver,raw,66,0.10013,1505,0.1397,169.2721,169.2722,169.2722,1,1,0
T07,screwdriver,raw,67,0.0955,1500,0.1343,143.5609,143.5607,143.5609,1,0,0
T07,screwdriver,raw,68,0.08025,1500,0.0459,2.5319,2.532,2.532,0,0,0
T07,screwdriver,raw,69,0.07479,1500,0.0419,2.2169,2.2166,2.2169,0,0,0
T07,screwdriver,raw,70,0.07475,1500,0.0227,17.8801,17.8801,17.8801,0,0,0
T07,screwdriver,raw,71,0.0745,1500,0.0516,45.0254,45.0254,45.0254,0,0,0
T07,screwdriver,raw,72,0.07708,1501,0.0853,91.5506,88.4494,91.5506,1,0,0
T07,screwdriver,raw,73,0.07567,1500,0.1705,97.6293,82.3706,97.6293,1,0,0
T07,screwdriver,raw,74,0.07629,1505,0.1832,120.1227,120.1229,120.1229,1,1,0
T07,screwdriver,raw,75,0.07508,1500,0.2356,136.2423,136.2428,136.2428,1,0,0
T07,screwdriver,raw,76,0.07579,1505,0.1915,130.5577,130.558,130.558,1,1,0
T07,screwdriver,raw,77,0.07454,1500,0.2236,124.401,124.4014,124.4014,1,0,0
T07,screwdriver,raw,78,0.07467,1504,0.2286,96.5466,83.4535,96.5466,1,1,0
T07,screwdriver,raw,79,0.07021,1500,0.2143,86.6109,93.3892,93.3892,1,0,0
T07,screwdriver,raw,80,0.07183,1500,0.0677,18.2177,18.2178,18.2178,0,0,0
T07,screwdriver,raw,81,0.07696,1501,0.0951,5.0987,5.0984,5.0987,0,0,0
T07,screwdriver,raw,82,0.08325,1500,0.0653,9.9639,9.9637,9.9639,0,0,0
T07,screwdriver,raw,83,0.09896,1500,0.073,9.4119,9.4116,9.4119,0,0,0
T07,screwdriver,raw,84,0.07446,1500,0.016,22.893,22.893,22.893,0,0,0
T07,screwdriver,raw,85,0.08854,1500,0.0195,33.6808,33.6809,33.6809,0,0,0
T07,screwdriver,raw,86,0.0845,1500,0.0461,5.1207,5.1206,5.1207,0,0,0
T07,screwdriver,raw,87,0.07733,1500,0.026,5.6301,5.6301,5.6301,0,0,0
T07,screwdriver,raw,88,0.07508,1500,0.0304,23.2858,23.2858,23.2858,0,0,0
T07,screwdriver,raw,89,0.072,1500,0.0302,139.2743,139.2743,139.2743,1,0,0
T07,screwdriver,raw,90,0.07317,1500,0.0314,1.5184,1.518,1.5184,0,0,0
T07,screwdriver,raw,91,0.07417,1500,0.0481,163.9984,163.9984,163.9984,1,0,0
T07,screwdriver,raw,92,0.07042,1500,0.0617,2.764,2.7641,2.7641,0,0,0
T07,screwdriver,raw,93,0.06933,1504,0.2981,74.2644,105.7364,105.7364,1,0,0
T07,screwdriver,raw,94,0.07,1505,0.2711,89.5921,90.4085,90.4085,1,0,0
T07,screwdriver,raw,95,0.06946,1500,0.0438,16.0382,16.0382,16.0382,0,0,0
T07,screwdriver,raw,96,0.07454,1505,0.1605,5.5449,5.5462,5.5462,0,1,0
T07,screwdriver,raw,97,0.07442,1500,0.1657,17.549,17.549,17.549,0,0,0
T07,screwdriver,raw,98,0.07696,1500,0.0357,6.5263,6.5264,6.5264,0,0,0
T07,screwdriver,raw,99,0.08463,1500,0.0538,6.3168,6.3169,6.3169,0,0,0
T07,screwdriver,raw,100,0.07446,1500,0.0208,3.183,3.183,3.183,0,0,0
T07,screwdriver,raw,101,0.07508,1504,0.1645,48.8847,48.8848,48.8848,0,1,0
T07,screwdriver,raw,102,0.07646,1504,0.2874,6.9034,6.8998,6.9034,0,0,0
T07,screwdriver,raw,103,0.07413,1500,0.2183,126.5298,126.5302,126.5302,1,0,0
T07,screwdriver,raw,104,0.07704,1501,0.2332,135.1662,44.8334,135.1662,1,0,0
T07,screwdriver,raw,105,0.07733,1500,0.2147,75.8009,104.199,104.199,1,0,0
T07,screwdriver,raw,106,0.07396,1500,0.0199,2.1427,2.1426,2.1427,0,0,0
T07,screwdriver,raw,107,0.08258,1500,0.0732,148.6503,148.6504,148.6504,1,0,0
T07,screwdriver,raw,108,0.07596,1500,0.0524,150.4359,150.436,150.436,1,0,0
T07,screwdriver,raw,109,0.07558,1501,0.1927,97.6373,82.3626,97.6373,1,0,0
T07,screwdriver,raw,110,0.0745,1502,0.4098,29.0271,29.0241,29.0271,0,1,0
T07,screwdriver,raw,111,0.07413,1500,0.2328,123.6885,56.3112,123.6885,1,0,0
T07,screwdriver,raw,112,0.08408,1504,0.1025,127.8389,127.8389,127.8389,1,1,0
T07,screwdriver,raw,113,0.07517,1500,0.0255,123.7666,123.7666,123.7666,1,0,0
T07,screwdriver,raw,114,0.08517,1503,0.0335,48.9679,131.0322,131.0322,1,0,0
T07,screwdriver,raw,115,0.08238,1502,0.0291,68.4045,111.5955,111.5955,1,0,0
T07,screwdriver,raw,116,0.07404,1500,0.0291,16.355,16.355,16.355,0,0,0
T07,screwdriver,raw,117,0.06938,1500,0.0749,4.3914,4.3907,4.3914,0,0,0
T07,screwdriver,raw,118,0.07313,1500,0.0357,18.6304,18.6304,18.6304,0,0,0
T07,screwdriver,raw,119,0.07158,1502,0.1176,33.6374,33.6372,33.6374,0,1,0
T07,screwdriver,raw,120,0.07521,1500,0.0809,26.5419,26.542,26.542,0,0,0
T07,screwdriver,raw,121,0.07442,1500,0.0684,160.7189,160.7189,160.7189,1,0,0
T07,screwdriver,raw,122,0.08621,1500,0.0136,168.3049,168.3049,168.3049,1,0,0
T07,screwdriver,raw,123,0.07642,1502,0.2687,71.5,108.5,108.5,1,0,0
T07,screwdriver,raw,124,0.07254,1500,0.2043,93.002,86.998,93.002,1,0,0
T07,screwdriver,raw,125,0.0715,1500,0.0595,9.7883,9.7885,9.7885,0,0,0
T07,screwdriver,raw,126,0.06975,1500,0.0423,1.253,1.2523,1.253,0,0,0
T07,screwdriver,raw,127,0.0755,1500,0.0396,147.8326,147.8327,147.8327,1,0,0
T07,screwdriver,raw,128,0.08775,1502,0.1029,107.1483,107.1484,107.1484,1,0,0
T07,screwdriver,raw,129,0.07342,1502,0.0588,138.3238,41.6763,138.3238,1,0,0
T07,screwdriver,raw,130,0.0745,1500,0.1856,108.0554,71.9448,108.0554,1,0,0
T07,screwdriver,raw,131,0.0685,1500,0.0449,157.3307,157.3307,157.3307,1,0,0
T07,screwdriver,raw,132,0.07183,1500,0.0959,36.3947,143.6054,143.6054,1,0,0
T07,screwdriver,raw,133,0.08638,1502,0.0748,19.6991,160.301,160.301,1,0,0
T07,screwdriver,raw,134,0.0835,1500,0.0599,16.0385,16.0384,16.0385,0,0,0
T07,screwdriver,raw,135,0.0755,1500,0.0362,2.2516,2.2513,2.2516,0,0,0
T07,screwdriver,raw,136,0.07408,1500,0.0547,6.8546,6.8544,6.8546,0,0,0
T07,screwdriver,raw,137,0.07537,1500,0.0771,156.9321,156.9322,156.9322,1,0,0
T07,screwdriver,raw,138,0.07604,1501,0.0576,145.4702,34.5297,145.4702,1,1,0
T07,screwdriver,raw,139,0.07575,1503,0.1861,65.3017,114.6979,114.6979,1,1,0
T07,screwdriver,raw,140,0.08737,1505,0.2204,128.1329,51.8667,128.1329,1,0,0
T07,screwdriver,raw,141,0.09221,1500,0.4131,133.0871,46.9111,133.0871,1,0,0
T07,screwdriver,raw,142,0.07867,1503,0.0112,5.6051,5.6051,5.6051,0,1,0
T07,screwdriver,raw,143,0.07483,1500,0.026,11.6085,11.6085,11.6085,0,0,0
T07,screwdriver,raw,144,0.07929,1500,0.0404,8.009,8.009,8.009,0,0,0
T07,screwdriver,raw,145,0.08067,1500,0.0604,3.8488,3.8484,3.8488,0,0,0
T07,screwdriver,raw,146,0.07512,1500,0.0608,6.1521,6.1524,6.1524,0,0,0
T07,screwdriver,raw,147,0.07625,1500,0.0815,3.0839,3.0843,3.0843,0,0,0
T07,screwdriver,raw,148,0.07479,1500,0.0262,12.7866,12.7866,12.7866,0,0,0
T07,screwdriver,raw,149,0.07417,1500,0.0226,158.2872,158.2872,158.2872,1,0,0
T07,screwdriver,raw,150,0.07521,1500,0.0163,160.1833,160.1833,160.1833,1,0,0
T07,screwdriver,raw,151,0.07454,1500,0.0426,6.8032,6.8032,6.8032,0,0,0
T07,screwdriver,raw,152,0.07958,1500,0.0309,2.3825,2.3823,2.3825,0,0,0
T07,screwdriver,raw,153,0.07471,1500,0.0645,168.2174,168.2176,168.2176,1,0,0
T07,screwdriver,raw,154,0.07004,1500,0.026,159.6971,159.6971,159.6971,1,0,0
T07,screwdriver,raw,155,0.07479,1500,0.0394,1.0116,1.011,1.0116,0,0,0
T07,screwdriver,raw,156,0.07408,1500,0.0181,10.8231,10.8231,10.8231,0,0,0
T07,screwdriver,raw,157,0.07938,1500,0.0403,6.0881,6.0879,6.0881,0,0,0
T07,screwdriver,raw,158,0.07492,1500,0.0277,17.5444,17.5444,17.5444,0,0,0
T07,screwdriver,raw,159,0.072,1500,0.0676,1.8299,1.8294,1.8299,0,0,0
T07,screwdriver,raw,160,0.07033,1500,0.0139,22.1436,22.1436,22.1436,0,0,0
T07,screwdriver,raw,161,0.07529,1500,0.0862,166.1988,166.199,166.199,1,0,0
T07,screwdriver,raw,162,0.07525,1500,0.0393,145.8007,145.8007,145.8007,1,0,0
T07,screwdriver,raw,163,0.07104,1500,0.0359,19.6814,19.6814,19.6814,0,0,0
T07,screwdriver,raw,164,0.07,1500,0.0193,33.1566,146.8434,146.8434,1,0,0
T07,screwdriver,raw,165,0.07596,1504,0.2009,14.1753,14.175,14.1753,0,0,0
T07,screwdriver,raw,166,0.08379,1500,0.2233,44.4204,135.5793,135.5793,1,0,0
T07,screwdriver,raw,167,0.072,1500,0.0555,7.9691,7.9692,7.9692,0,0,0
T07,screwdriver,raw,168,0.07242,1501,0.0396,53.6074,126.3927,126.3927,1,1,0
T07,screwdriver,raw,169,0.07121,1503,0.1544,63.2727,116.7273,116.7273,1,0,0
T07,screwdriver,raw,170,0.07846,1500,0.1226,4.2512,4.2526,4.2526,0,0,0
T07,screwdriver,raw,171,0.07746,1500,0.0051,148.9651,148.9651,148.9651,1,0,0
T07,screwdriver,raw,172,0.07858,1500,0.0644,130.4261,130.4262,130.4262,1,0,0
T07,screwdriver,raw,173,0.07583,1503,0.273,10.9738,10.9704,10.9738,0,1,0
T07,screwdriver,raw,174,0.07117,1505,0.0661,1.8792,1.8803,1.8803,0,1,0
T07,screwdriver,raw,175,0.079,1503,0.1997,83.4558,96.5444,96.5444,1,0,0
T07,screwdriver,raw,176,0.07429,1500,0.0869,73.0698,106.9303,106.9303,1,0,0
