tool_id,name,method,frame,frame_ms,n_points,d_axis0_deg,d_axis1_deg,d_axis2_deg,jitter_max_deg,flip,stable,power_iter
T02,precision_cutter,수정_RealtimePCASmoother,30,0.079,1500,0.053,0.2105,0.2094,0.2105,0,1,0
T02,precision_cutter,수정_RealtimePCASmoother,31,0.08646,1503,0.0763,18.2215,18.2216,18.2216,0,1,0
T02,precision_cutter,수정_RealtimePCASmoother,32,0.08167,1502,0.1324,26.5536,26.5539,26.5539,0,1,0
T02,precision_cutter,수정_RealtimePCASmoother,33,0.08358,1500,0.2245,8.3657,8.3654,8.3657,0,1,0
T02,precision_cutter,수정_RealtimePCASmoother,34,0.08492,1500,0.0348,0.5648,0.5652,0.5652,0,1,0
T02,precision_cutter,수정_RealtimePCASmoother,35,0.08075,1500,0.0519,0.9546,0.9556,0.9556,0,1,0
T02,precision_cutter,수정_RealtimePCASmoother,36,0.078,1500,0.0657,0.0635,0.0217,0.0657,0,1,0
T02,precision_cutter,수정_RealtimePCASmoother,37,0.08692,1503,0.2334,2.564,2.5593,2.564,0,1,0
T02,precision_cutter,수정_RealtimePCASmoother,38,0.07746,1501,0.2474,2.6868,2.6823,2.6868,0,1,0
T02,precision_cutter,수정_RealtimePCASmoother,39,0.0825,1500,0.0015,0.9845,0.9845,0.9845,0,1,0
T02,precision_cutter,수정_RealtimePCASmoother,40,0.081,1500,0.0192,0.0119,0.0167,0.0192,0,1,0
T02,precision_cutter,수정_RealtimePCASmoother,41,0.08583,1501,0.5423,4.5324,4.5228,4.5324,0,1,0
T02,precision_cutter,수정_RealtimePCASmoother,42,0.08917,1500,0.5002,5.1292,5.1231,5.1292,0,1,0
T02,precision_cutter,수정_RealtimePCASmoother,43,0.08396,1500,0.0658,0.1812,0.1724,0.1812,0,1,0
T02,precision_cutter,수정_RealtimePCASmoother,44,0.07783,1505,0.5488,3.7519,3.7577,3.7577,0,1,0
T02,precision_cutter,수정_RealtimePCASmoother,45,0.08083,1500,0.5171,3.0492,3.0714,3.0714,0,1,0
T02,precision_cutter,수정_RealtimePCASmoother,46,0.07967,1501,0.3755,4.8589,4.8563,4.8589,0,1,0
T02,precision_cutter,수정_RealtimePCASmoother,47,0.08171,1500,0.3433,5.388,5.389,5.389,0,1,0
T02,precision_cutter,수정_RealtimePCASmoother,48,0.08,1500,0.076,0.2153,0.2283,0.2283,0,1,0
T02,precision_cutter,수정_RealtimePCASmoother,49,0.08158,1500,0.0736,0.5237,0.523,0.5237,0,1,0
T02,precision_cutter,수정_RealtimePCASmoother,50,0.09079,1500,0.039,0.6943,0.6937,0.6943,0,1,0
T02,precision_cutter,수정_RealtimePCASmoother,51,0.09775,1501,0.2597,1.3961,1.4182,1.4182,0,1,0
T02,precision_cutter,수정_RealtimePCASmoother,52,0.08883,1500,0.1924,1.4278,1.4407,1.4407,0,1,0
T02,precision_cutter,수정_RealtimePCASmoother,53,0.09683,1500,0.0981,0.3757,0.3732,0.3757,0,1,0
T02,precision_cutter,수정_RealtimePCASmoother,54,0.08696,1500,0.0786,0.2558,0.2491,0.2558,0,1,0
T02,precision_cutter,수정_RealtimePCASmoother,55,0.08538,1500,0.0441,0.3037,0.3005,0.3037,0,1,0
T02,precision_cutter,수정_RealtimePCASmoother,56,0.0835,1500,0.0301,0.1952,0.1959,0.1959,0,1,0
T02,precision_cutter,수정_RealtimePCASmoother,57,0.08267,1500,0.0251,0.1095,0.1104,0.1104,0,1,0
T02,precision_cutter,수정_RealtimePCASmoother,58,0.07912,1500,0.0878,0.0815,0.0423,0.0878,0,1,0
T02,precision_cutter,수정_RealtimePCASmoother,59,0.08229,1500,0.1003,0.3716,0.3603,0.3716,0,1,0
T02,precision_cutter,수정_RealtimePCASmoother,60,0.07721,1504,0.0797,5.718,5.7175,5.718,0,1,0
T02,precision_cutter,수정_RealtimePCASmoother,61,0.08225,1500,0.0658,5.3268,5.3264,5.3268,0,1,0
T02,precision_cutter,수정_RealtimePCASmoother,62,0.08892,1501,0.0904,0.2201,0.2311,0.2311,0,1,0
T02,precision_cutter,수정_RealtimePCASmoother,63,0.08121,1500,0.1565,0.6407,0.6583,0.6583,0,1,0
T02,precision_cutter,수정_RealtimePCASmoother,64,0.08262,1500,0.0763,0.08,0.0289,0.08,0,1,0
T02,precision_cutter,수정_RealtimePCASmoother,65,0.08579,1500,0.0792,0.0148,0.0795,0.0795,0,1,0
T02,precision_cutter,수정_RealtimePCASmoother,66,0.08554,1500,0.0953,0.1472,0.1296,0.1472,0,1,0
T02,precision_cutter,수정_RealtimePCASmoother,67,0.07704,1500,0.0698,0.1699,0.1559,0.1699,0,1,0
T02,precision_cutter,수정_RealtimePCASmoother,68,0.0885,1500,0.0588,0.5558,0.5588,0.5588,0,1,0
T02,precision_cutter,수정_RealtimePCASmoother,69,0.08129,1500,0.0802,0.5994,0.5978,0.5994,0,1,0
T02,precision_cutter,수정_RealtimePCASmoother,70,0.07983,1501,0.096,5.769,5.7693,5.7693,0,1,0
T02,precision_cutter,수정_RealtimePCASmoother,71,0.08375,1504,0.1714,10.2358,10.236,10.236,0,1,0
T02,precision_cutter,수정_RealtimePCASmoother,72,0.08492,1500,0.2099,4.2877,4.2907,4.2907,0,1,0
T02,precision_cutter,수정_RealtimePCASmoother,73,0.08175,1500,0.0853,0.0222,0.0834,0.0853,0,1,0
T02,precision_cutter,수정_RealtimePCASmoother,74,0.08058,1500,0.0868,0.5287,0.5345,0.5345,0,1,0
T02,precision_cutter,수정_RealtimePCASmoother,75,0.08071,1500,0.0597,0.6275,0.6298,0.6298,0,1,0
T02,precision_cutter,수정_RealtimePCASmoother,76,0.09492,1500,0.0589,0.0922,0.1087,0.1087,0,1,0
T02,precision_cutter,수정_RealtimePCASmoother,77,0.0875,1502,0.2352,1.2962,1.2762,1.2962,0,1,0
T02,precision_cutter,수정_RealtimePCASmoother,78,0.07975,1505,0.5158,10.3441,10.3344,10.3441,0,1,0
T02,precision_cutter,수정_RealtimePCASmoother,79,0.08121,1500,0.3258,11.2962,11.2935,11.2962,0,1,0
T02,precision_cutter,수정_RealtimePCASmoother,80,0.09929,1500,0.1141,0.2813,0.262,0.2813,0,1,0
T02,precision_cutter,수정_RealtimePCASmoother,81,0.07987,1500,0.0556,0.2013,0.208,0.208,0,1,0
T02,precision_cutter,수정_RealtimePCASmoother,82,0.08158,1500,0.0688,0.0337,0.0707,0.0707,0,1,0
T02,precision_cutter,수정_RealtimePCASmoother,83,0.08042,1504,0.2097,9.3235,9.3225,9.3235,0,1,0
T02,precision_cutter,수정_RealtimePCASmoother,84,0.08708,1500,0.2391,8.932,8.9332,8.9332,0,1,0
T02,precision_cutter,수정_RealtimePCASmoother,85,0.08242,1500,0.0989,0.0749,0.0716,0.0989,0,1,0
T02,precision_cutter,수정_RealtimePCASmoother,86,0.08054,1500,0.0528,0.0969,0.0896,0.0969,0,1,0
T02,precision_cutter,수정_RealtimePCASmoother,87,0.08208,1500,0.0364,0.5386,0.5397,0.5397,0,1,0
T02,precision_cutter,수정_RealtimePCASmoother,88,0.0815,1500,0.0016,0.9448,0.9448,0.9448,0,1,0
T02,precision_cutter,수정_RealtimePCASmoother,89,0.08304,1500,0.0226,1.1336,1.1337,1.1337,0,1,0
T02,precision_cutter,수정_RealtimePCASmoother,90,0.07838,1500,0.0715,0.1203,0.1385,0.1385,0,1,0
T02,precision_cutter,수정_RealtimePCASmoother,91,0.09029,1500,0.0546,0.1121,0.0999,0.1121,0,1,0
T02,precision_cutter,수정_RealtimePCASmoother,92,0.08646,1500,0.0356,0.4717,0.4712,0.4717,0,1,0
T02,precision_cutter,수정_RealtimePCASmoother,93,0.09517,1504,0.3026,21.5126,21.5147,21.5147,0,1,0
T02,precision_cutter,수정_RealtimePCASmoother,94,0.08758,1504,0.2482,42.3699,42.3706,42.3706,0,1,0
T02,precision_cutter,수정_RealtimePCASmoother,95,0.07846,1500,0.0263,21.4781,21.4781,21.4781,0,1,0
T02,precision_cutter,수정_RealtimePCASmoother,96,0.07733,1505,0.5137,11.8532,11.8545,11.8545,0,1,0
T02,precision_cutter,수정_RealtimePCASmoother,97,0.08158,1500,0.4245,12.4467,12.4458,12.4467,0,1,0
T02,precision_cutter,수정_RealtimePCASmoother,98,0.08021,1500,0.1146,0.1102,0.1585,0.1585,0,1,0
T02,precision_cutter,수정_RealtimePCASmoother,99,0.08154,1500,0.0481,0.049,0.0648,0.0648,0,1,0
T02,precision_cutter,수정_RealtimePCASmoother,100,0.08592,1500,0.0484,0.061,0.0542,0.061,0,1,0
T02,precision_cutter,수정_RealtimePCASmoother,101,0.08733,1502,0.0611,0.2185,0.2115,0.2185,0,1,0
T02,precision_cutter,수정_RealtimePCASmoother,102,0.08175,1500,0.0669,0.5381,0.5349,0.5381,0,1,0
T02,precision_cutter,수정_RealtimePCASmoother,103,0.07654,1500,0.0809,0.5252,0.5229,0.5252,0,1,0
T02,precision_cutter,수정_RealtimePCASmoother,104,0.07925,1500,0.0461,0.3751,0.3725,0.3751,0,1,0
T02,precision_cutter,수정_RealtimePCASmoother,105,0.07862,1500,0.0591,0.2241,0.2215,0.2241,0,1,0
T02,precision_cutter,수정_RealtimePCASmoother,106,0.07579,1500,0.0647,0.3625,0.3573,0.3625,0,1,0
T02,precision_cutter,수정_RealtimePCASmoother,107,0.08146,1500,0.076,0.2822,0.2732,0.2822,0,1,0
T02,precision_cutter,수정_RealtimePCASmoother,108,0.09054,1500,0.0937,0.3776,0.3659,0.3776,0,1,0
T02,precision_cutter,수정_RealtimePCASmoother,109,0.08371,1500,0.0645,0.0503,0.0416,0.0645,0,1,0
T02,precision_cutter,수정_RealtimePCASmoother,110,0.08142,1501,0.0259,15.5656,15.5656,15.5656,0,1,0
T02,precision_cutter,수정_RealtimePCASmoother,111,0.07738,1500,0.0607,15.4061,15.4061,15.4061,0,1,0
T02,precision_cutter,수정_RealtimePCASmoother,112,0.07929,1500,0.0918,0.0507,0.0983,0.0983,0,1,0
T02,precision_cutter,수정_RealtimePCASmoother,113,0.09046,1501,0.0748,3.8646,3.8641,3.8646,0,1,0
T02,precision_cutter,수정_RealtimePCASmoother,114,0.11833,1500,0.1072,3.6991,3.6991,3.6991,0,1,0
T02,precision_cutter,수정_RealtimePCASmoother,115,0.08483,1500,0.0916,0.1639,0.1367,0.1639,0,1,0
T02,precision_cutter,수정_RealtimePCASmoother,116,0.07737,1503,0.5188,0.8783,1.0198,1.0198,0,1,0
T02,precision_cutter,수정_RealtimePCASmoother,117,0.09804,1500,0.5196,0.731,0.8928,0.8928,0,1,0
T02,precision_cutter,수정_RealtimePCASmoother,118,0.07829,1504,0.2979,5.2622,5.2582,5.2622,0,1,0
T02,precision_cutter,수정_RealtimePCASmoother,119,0.08142,1503,0.4252,0.4348,0.1443,0.4348,0,1,0
T02,precision_cutter,수정_RealtimePCASmoother,120,0.07604,1500,0.146,5.6455,5.6454,5.6455,0,1,0
T02,precision_cutter,수정_RealtimePCASmoother,121,0.07675,1505,0.3041,9.9752,9.974,9.9752,0,1,0
T02,precision_cutter,수정_RealtimePCASmoother,122,0.08058,1500,0.3807,9.931,9.9273,9.931,0,1,0
T02,precision_cutter,수정_RealtimePCASmoother,123,0.085,1501,0.0635,2.7278,2.7271,2.7278,0,1,0
T02,precision_cutter,수정_RealtimePCASmoother,124,0.10183,1500,0.0797,2.4077,2.4067,2.4077,0,1,0
T02,precision_cutter,수정_RealtimePCASmoother,125,0.08675,1500,0.0797,0.4234,0.4206,0.4234,0,1,0
T02,precision_cutter,수정_RealtimePCASmoother,126,0.095,1502,0.1201,2.7742,2.7716,2.7742,0,1,0
T02,precision_cutter,수정_RealtimePCASmoother,127,0.08321,1500,0.0933,3.4884,3.4872,3.4884,0,1,0
T02,precision_cutter,수정_RealtimePCASmoother,128,0.09383,1500,0.0254,1.4953,1.4955,1.4955,0,1,0
T02,precision_cutter,수정_RealtimePCASmoother,129,0.08717,1501,0.1175,1.1597,1.1572,1.1597,0,1,0
T02,precision_cutter,수정_RealtimePCASmoother,130,0.07825,1501,0.2456,1.8501,1.8647,1.8647,0,1,0
T02,precision_cutter,수정_RealtimePCASmoother,131,0.08358,1500,0.3101,2.2481,2.2682,2.2682,0,1,0
T02,precision_cutter,수정_RealtimePCASmoother,132,0.09967,1500,0.0524,0.0509,0.0153,0.0524,0,1,0
T02,precision_cutter,수정_RealtimePCASmoother,133,0.09512,1500,0.0583,0.5825,0.5824,0.5825,0,1,0
T02,precision_cutter,수정_RealtimePCASmoother,134,0.08538,1500,0.0681,0.6125,0.6092,0.6125,0,1,0
T02,precision_cutter,수정_RealtimePCASmoother,135,0.08283,1500,0.1232,0.7768,0.7672,0.7768,0,1,0
T02,precision_cutter,수정_RealtimePCASmoother,136,0.08196,1500,0.0394,0.7232,0.723,0.7232,0,1,0
T02,precision_cutter,수정_RealtimePCASmoother,137,0.08163,1500,0.111,0.1647,0.1582,0.1647,0,1,0
T02,precision_cutter,수정_RealtimePCASmoother,138,0.07987,1501,0.2142,0.4154,0.3963,0.4154,0,1,0
T02,precision_cutter,수정_RealtimePCASmoother,139,0.08,1502,0.2207,1.988,1.9761,1.988,0,1,0
T02,precision_cutter,수정_RealtimePCASmoother,140,0.07792,1500,0.07,1.5313,1.5309,1.5313,0,1,0
T02,precision_cutter,수정_RealtimePCASmoother,141,0.08237,1500,0.0683,0.07,0.0366,0.07,0,1,0
T02,precision_cutter,수정_RealtimePCASmoother,142,0.08179,1503,0.4238,1.9821,2.0233,2.0233,0,1,0
T02,precision_cutter,수정_RealtimePCASmoother,143,0.09954,1500,0.421,2.0091,2.0444,2.0444,0,1,0
T02,precision_cutter,수정_RealtimePCASmoother,144,0.07921,1501,0.0362,2.1001,2.1002,2.1002,0,1,0
T02,precision_cutter,수정_RealtimePCASmoother,145,0.08192,1501,0.0835,2.7234,2.7237,2.7237,0,1,0
T02,precision_cutter,수정_RealtimePCASmoother,146,0.08617,1502,0.3674,6.9832,6.9816,6.9832,0,1,0
T02,precision_cutter,수정_RealtimePCASmoother,147,0.082,1500,0.2476,8.3184,8.3186,8.3186,0,1,0
T02,precision_cutter,수정_RealtimePCASmoother,148,0.08025,1500,0.1119,0.612,0.6037,0.612,0,1,0
T02,precision_cutter,수정_RealtimePCASmoother,149,0.08158,1500,0.0693,0.3709,0.3668,0.3709,0,1,0
T02,precision_cutter,수정_RealtimePCASmoother,150,0.07667,1500,0.0693,0.9106,0.9114,0.9114,0,1,0
T02,precision_cutter,수정_RealtimePCASmoother,151,0.07787,1502,0.3263,4.8905,4.889,4.8905,0,1,0
T02,precision_cutter,수정_RealtimePCASmoother,152,0.07829,1500,0.2863,5.3121,5.3075,5.3121,0,1,0
T02,precision_cutter,수정_RealtimePCASmoother,153,0.07754,1503,0.2542,6.0983,6.0993,6.0993,0,1,0
T02,precision_cutter,수정_RealtimePCASmoother,154,0.07771,1500,0.2988,6.2769,6.2762,6.2769,0,1,0
T02,precision_cutter,수정_RealtimePCASmoother,155,0.08904,1500,0.0563,0.2317,0.2281,0.2317,0,1,0
T02,precision_cutter,수정_RealtimePCASmoother,156,0.07946,1500,0.0387,0.0355,0.0261,0.0387,0,1,0
T02,precision_cutter,수정_RealtimePCASmoother,157,0.09338,1500,0.0667,0.1322,0.1229,0.1322,0,1,0
T02,precision_cutter,수정_RealtimePCASmoother,158,0.08571,1500,0.0739,0.2578,0.2596,0.2596,0,1,0
T02,precision_cutter,수정_RealtimePCASmoother,159,0.09537,1500,0.0528,0.1807,0.1776,0.1807,0,1,0
T02,precision_cutter,수정_RealtimePCASmoother,160,0.08104,1505,0.0963,1.2124,1.2086,1.2124,0,1,0
T02,precision_cutter,수정_RealtimePCASmoother,161,0.07908,1504,0.4572,5.886,5.9022,5.9022,0,1,0
T02,precision_cutter,수정_RealtimePCASmoother,162,0.07917,1500,0.384,5.1318,5.146,5.146,0,1,0
T02,precision_cutter,수정_RealtimePCASmoother,163,0.08196,1500,0.0427,0.2866,0.2845,0.2866,0,1,0
T02,precision_cutter,수정_RealtimePCASmoother,164,0.09213,1502,0.1038,8.2892,8.2893,8.2893,0,1,0
T02,precision_cutter,수정_RealtimePCASmoother,165,0.08167,1503,0.4499,9.979,9.9844,9.9844,0,1,0
T02,precision_cutter,수정_RealtimePCASmoother,166,0.08117,1500,0.4034,1.8001,1.8256,1.8256,0,1,0
T02,precision_cutter,수정_RealtimePCASmoother,167,0.08033,1500,0.0803,0.1746,0.1883,0.1883,0,1,0
T02,precision_cutter,수정_RealtimePCASmoother,168,0.07625,1504,0.3024,21.4922,21.4942,21.4942,0,1,0
T02,precision_cutter,수정_RealtimePCASmoother,169,0.08279,1500,0.2774,21.6791,21.6807,21.6807,0,1,0
T02,precision_cutter,수정_RealtimePCASmoother,170,0.07671,1500,0.0069,0.3167,0.3167,0.3167,0,1,0
T02,precision_cutter,수정_RealtimePCASmoother,171,0.09392,1500,0.078,0.654,0.6582,0.6582,0,1,0
T02,precision_cutter,수정_RealtimePCASmoother,172,0.08129,1504,0.172,0.9821,0.9839,0.9839,0,1,0
T02,precision_cutter,수정_RealtimePCASmoother,173,0.08121,1501,0.2822,0.6652,0.6133,0.6652,0,1,0
T02,precision_cutter,수정_RealtimePCASmoother,174,0.08492,1500,0.1982,0.256,0.1627,0.256,0,1,0
T02,precision_cutter,수정_RealtimePCASmoother,175,0.08596,1500,0.0195,0.0167,0.0257,0.0257,0,1,0
T02,precision_cutter,수정_RealtimePCASmoother,176,0.07846,1502,0.0671,2.8434,2.8441,2.8441,0,1,0
T02,precision_cutter,수정_RealtimePCASmoother,177,0.08292,1500,0.0478,3.3922,3.3919,3.3922,0,1,0
T02,precision_cutter,수정_RealtimePCASmoother,178,0.07946,1500,0.0312,0.9055,0.9059,0.9059,0,1,0
T02,precision_cutter,수정_RealtimePCASmoother,179,0.083,1500,0.0313,0.5684,0.5692,0.5692,0,1,0
T02,precision_cutter,수정_RealtimePCASmoother,180,0.07587,1500,0.0204,0.5801,0.5798,0.5801,0,1,0
T02,precision_cutter,수정_RealtimePCASmoother,181,0.07942,1500,0.0409,0.5585,0.5592,0.5592,0,1,0
T02,precision_cutter,수정_RealtimePCASmoother,182,0.07858,1505,0.7013,4.7556,4.8045,4.8045,0,1,0
T02,precision_cutter,수정_RealtimePCASmoother,183,0.08079,1500,0.7249,4.738,4.7864,4.7864,0,1,0
T02,precision_cutter,수정_RealtimePCASmoother,184,0.07596,1501,0.2668,3.1512,3.1527,3.1527,0,1,0
T02,precision_cutter,수정_RealtimePCASmoother,185,0.08996,1500,0.2962,3.2857,3.2881,3.2881,0,1,0
T02,precision_cutter,수정_RealtimePCASmoother,186,0.07679,1500,0.0184,0.3594,0.359,0.3594,0,1,0
T02,precision_cutter,수정_RealtimePCASmoother,187,0.08821,1500,0.0754,0.3684,0.3606,0.3684,0,1,0
T02,precision_cutter,수정_RealtimePCASmoother,188,0.07713,1505,0.2697,1.8163,1.7973,1.8163,0,1,0
T02,precision_cutter,수정_RealtimePCASmoother,189,0.08033,1502,0.6976,7.3671,7.3369,7.3671,0,1,0
T02,precision_cutter,수정_RealtimePCASmoother,190,0.07933,1502,0.4592,21.4763,21.4758,21.4763,0,1,0
T02,precision_cutter,수정_RealtimePCASmoother,191,0.08404,1500,0.0699,12.2623,12.2625,12.2625,0,1,0
T02,precision_cutter,수정_RealtimePCASmoother,192,0.08208,1500,0.0261,0.3948,0.3952,0.3952,0,1,0
T02,precision_cutter,수정_RealtimePCASmoother,193,0.091,1501,0.0929,3.7394,3.74,3.74,0,1,0
T02,precision_cutter,수정_RealtimePCASmoother,194,0.07808,1500,0.067,3.7778,3.7783,3.7783,0,1,0
T02,precision_cutter,수정_RealtimePCASmoother,195,0.08271,1500,0.0259,0.2787,0.2794,0.2794,0,1,0
T02,precision_cutter,수정_RealtimePCASmoother,196,0.08012,1500,0.0954,0.7543,0.7565,0.7565,0,1,0
T02,precision_cutter,수정_RealtimePCASmoother,197,0.08517,1500,0.0656,0.8055,0.8047,0.8055,0,1,0
T02,precision_cutter,수정_RealtimePCASmoother,198,0.09329,1500,0.0766,0.0525,0.0622,0.0766,0,1,0
T02,precision_cutter,수정_RealtimePCASmoother,199,0.09075,1501,0.4806,3.2836,3.2948,3.2948,0,1,0
T03,vernier_caliper,raw,0,0.10063,2200,0.0,0.0,0.0,0.0,0,1,0
T03,vernier_caliper,raw,1,0.10488,2200,0.0412,0.0254,0.0328,0.0412,0,1,0
T03,vernier_caliper,raw,2,0.10292,2200,0.0124,0.0218,0.0189,0.0218,0,1,0
T03,vernier_caliper,raw,3,0.10242,2200,0.0669,0.0598,0.0579,0.0669,0,1,0
T03,vernier_caliper,raw,4,0.09496,2200,0.031,0.0891,0.0943,0.0943,0,1,0
T03,vernier_caliper,raw,5,0.10458,2200,0.0389,0.1075,0.1128,0.1128,0,1,0
T03,vernier_caliper,raw,6,0.09579,2200,0.0219,0.1378,0.1363,0.1378,0,1,0
T03,vernier_caliper,raw,7,0.09858,2205,0.3025,2.2195,2.2322,2.2322,0,1,0
T03,vernier_caliper,raw,8,0.09558,2200,0.3079,1.9991,2.0136,2.0136,0,1,0
T03,vernier_caliper,raw,9,0.09646,2200,0.0377,0.1653,0.1658,0.1658,0,1,0
T03,vernier_caliper,raw,10,0.11642,2200,0.0382,0.0406,0.014,0.0406,0,1,0
T03,vernier_caliper,raw,11,0.09746,2200,0.0523,0.0519,0.0156,0.0523,0,1,0
T03,vernier_caliper,raw,12,0.08954,2204,0.2533,1.1091,1.0884,1.1091,0,1,0
T03,vernier_caliper,raw,13,0.10487,2200,0.2128,0.9503,0.9316,0.9503,0,1,0
T03,vernier_caliper,raw,14,0.091,2200,0.0591,0.1628,0.1527,0.1628,0,1,0
T03,vernier_caliper,raw,15,0.09775,2204,0.1016,0.2148,0.2047,0.2148,0,1,0
T03,vernier_caliper,raw,16,0.09521,2200,0.0812,0.3087,0.3041,0.3087,0,1,0
T03,vernier_caliper,raw,17,0.11229,2200,0.0456,0.1107,0.1037,0.1107,0,1,0
T03,vernier_caliper,raw,18,0.0915,2200,0.0372,0.0849,0.0764,0.0849,0,1,0
T03,vernier_caliper,raw,19,0.10038,2201,0.1055,0.2967,0.2875,0.2967,0,1,0
T03,vernier_caliper,raw,20,0.09413,2200,0.1536,0.3914,0.3677,0.3914,0,1,0
T03,vernier_caliper,raw,21,0.09433,2200,0.0463,0.0921,0.0894,0.0921,0,1,0
T03,vernier_caliper,raw,22,0.08896,2205,0.1329,0.875,0.8718,0.875,0,1,0
T03,vernier_caliper,raw,23,0.10375,2200,0.1137,0.8021,0.8046,0.8046,0,1,0
T03,vernier_caliper,raw,24,0.09092,2200,0.0857,0.1036,0.0669,0.1036,0,1,0
T03,vernier_caliper,raw,25,0.10379,2200,0.1007,0.0923,0.0411,0.1007,0,1,0
T03,vernier_caliper,raw,26,0.09288,2204,0.1073,1.3976,1.3987,1.3987,0,1,0
T03,vernier_caliper,raw,27,0.09604,2200,0.1439,1.432,1.4312,1.432,0,1,0
T03,vernier_caliper,raw,28,0.09425,2200,0.0259,0.0252,0.0064,0.0259,0,1,0
T03,vernier_caliper,raw,29,0.09621,2200,0.0359,0.0272,0.0446,0.0446,0,1,0
T03,vernier_caliper,raw,30,0.09162,2202,0.1083,0.4736,0.4645,0.4736,0,1,0
T03,vernier_caliper,raw,31,0.09442,2200,0.0947,0.583,0.5796,0.583,0,1,0
T03,vernier_caliper,raw,32,0.09263,2204,0.2108,0.2501,0.1354,0.2501,0,1,0
T03,vernier_caliper,raw,33,0.09721,2200,0.236,0.2816,0.2088,0.2816,0,1,0
T03,vernier_caliper,raw,34,0.08933,2200,0.0611,0.1013,0.1134,0.1134,0,1,0
T03,vernier_caliper,raw,35,0.09613,2200,0.0511,0.099,0.0856,0.099,0,1,0
T03,vernier_caliper,raw,36,0.08925,2203,0.1256,0.5892,0.5772,0.5892,0,1,0
T03,vernier_caliper,raw,37,0.09937,2200,0.1301,0.6955,0.6863,0.6955,0,1,0
T03,vernier_caliper,raw,38,0.09104,2200,0.0233,0.1338,0.1336,0.1338,0,1,0
T03,vernier_caliper,raw,39,0.096,2200,0.0712,0.0539,0.0641,0.0712,0,1,0
T03,vernier_caliper,raw,40,0.09238,2200,0.0652,0.0578,0.075,0.075,0,1,0
T03,vernier_caliper,raw,41,0.10371,2200,0.0662,0.1445,0.1285,0.1445,0,1,0
T03,vernier_caliper,raw,42,0.09429,2205,0.2064,1.039,1.0191,1.039,0,1,0
T03,vernier_caliper,raw,43,0.09625,2200,0.2185,1.0725,1.0505,1.0725,0,1,0
T03,vernier_caliper,raw,44,0.09121,2201,0.0169,0.2438,0.2438,0.2438,0,1,0
T03,vernier_caliper,raw,45,0.09596,2201,0.0014,0.3664,0.3664,0.3664,0,1,0
T03,vernier_caliper,raw,46,0.09583,2200,0.0221,0.2056,0.2048,0.2056,0,1,0
T03,vernier_caliper,raw,47,0.10625,2200,0.041,0.0543,0.0396,0.0543,0,1,0
T03,vernier_caliper,raw,48,0.09004,2200,0.0379,0.0475,0.0543,0.0543,0,1,0
T03,vernier_caliper,raw,49,0.09558,2204,0.2534,0.6052,0.6469,0.6469,0,1,0
T03,vernier_caliper,raw,50,0.09371,2200,0.206,0.5659,0.6021,0.6021,0,1,0
T03,vernier_caliper,raw,51,0.09667,2200,0.0238,0.0192,0.0306,0.0306,0,1,0
T03,vernier_caliper,raw,52,0.09117,2200,0.0299,0.0213,0.0343,0.0343,0,1,0
T03,vernier_caliper,raw,53,0.09879,2200,0.0704,0.1145,0.0907,0.1145,0,1,0
T03,vernier_caliper,raw,54,0.08896,2202,0.0375,0.1743,0.1751,0.1751,0,1,0
T03,vernier_caliper,raw,55,0.09446,2202,0.066,0.1168,0.1239,0.1239,0,1,0
T03,vernier_caliper,raw,56,0.09021,2200,0.0853,0.1219,0.1343,0.1343,0,1,0
T03,vernier_caliper,raw,57,0.09833,2203,0.1535,0.166,0.1375,0.166,0,1,0
T03,vernier_caliper,raw,58,0.10104,2205,0.2081,0.7086,0.7385,0.7385,0,1,0
T03,vernier_caliper,raw,59,0.09575,2200,0.186,0.6946,0.6981,0.6981,0,1,0
T03,vernier_caliper,raw,60,0.09429,2200,0.0182,0.0427,0.0421,0.0427,0,1,0
T03,vernier_caliper,raw,61,0.09796,2200,0.0468,0.113,0.1176,0.1176,0,1,0
T03,vernier_caliper,raw,62,0.09238,2200,0.0016,0.1453,0.1453,0.1453,0,1,0
T03,vernier_caliper,raw,63,0.09683,2200,0.0298,0.1038,0.1076,0.1076,0,1,0
T03,vernier_caliper,raw,64,0.09392,2203,0.0595,0.8919,0.8939,0.8939,0,1,0
T03,vernier_caliper,raw,65,0.10404,2202,0.1288,0.505,0.517,0.517,0,1,0
T03,vernier_caliper,raw,66,0.0945,2201,0.021,0.0132,0.0198,0.021,0,1,0
T03,vernier_caliper,raw,67,0.105,2200,0.0817,0.3456,0.3467,0.3467,0,1,0
T03,vernier_caliper,raw,68,0.103,2200,0.0062,0.129,0.1289,0.129,0,1,0
T03,vernier_caliper,raw,69,0.09213,2200,0.0327,0.0396,0.0511,0.0511,0,1,0
T03,vernier_caliper,raw,70,0.08954,2200,0.0589,0.0457,0.0712,0.0712,0,1,0
T03,vernier_caliper,raw,71,0.0965,2200,0.0279,0.0705,0.0677,0.0705,0,1,0
T03,vernier_caliper,raw,72,0.09379,2200,0.0242,0.1636,0.1652,0.1652,0,1,0
T03,vernier_caliper,raw,73,0.09958,2205,0.2526,0.4554,0.3856,0.4554,0,1,0
T03,vernier_caliper,raw,74,0.09167,2200,0.2608,0.4118,0.3257,0.4118,0,1,0
T03,vernier_caliper,raw,75,0.09383,2200,0.0523,0.1143,0.1094,0.1143,0,1,0
